	author	comment
238	Thuan VP	Loved Abba... from 198x with my cassette Jvc PC 330!
239	Руслан Шувалов	это просто гениально
240	Елена Яковлева	Вот оно, моё лекарство от того безумия, что творится сейчас. Спасибо.
241	Jack Jarvis	What a great vocalist. She could hold her own with any others.
242	Sheyla Cortez	Essa música me faz lembrar o passado, eu era apaixonada por pelo meu amigo o nome dele era Zico.
243	Azing	2022 still loving n listening
244	Serge Vitiello	Merveilleuse chanson ❤️♥️♥️♥️♥️
245	Paulo Eduardo	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all The loser has to fall It's simple and it's plain Why should I complain? But tell me does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide The likes of me abide Spectators of the show Always staying low The game is on again A lover or a friend A big thing or a small The winner takes it all I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all
246	Ray	Beautiful Performance. sign Canada.
247	Andrea Cunha	I love this music!!!
248	Gabor Markovlcs	Abba forewer!
249	ORCHIDEA !	Stupenda stupenda che dire di più tutto è superfulo con un capolavoro del genere stupenda all'infinito 💕💕💕
250	Almblume	the winner i soooooo near ... .thank you for the musik ;))
251	Anthony Cirino	She sounds so great! Truly one of a kind
252	MrOppOrtunity	So much emotion.. U can feel what she is saying.. 😥😥
253	Warrior Princess	I love ABBA ❤️
254	Nina Lestari	their divorce song.
255	Bareq Al-Ithawi I بارق العيثاوي	Coming from Better Call Saul
256	Martina Naber	Meine Kindheit u Jugend, ABBA! MEINE ERSTE LIEBE ZERBRACH . . .und ich hoerte im Auto von Buehl bis Frankfurt, 200 km . . .NUR DIESEN SONG, SANG MIT, LIESS ALLES RAUSS :-) . . .THANK YOU ABBA!!!
257	dale winter	Greatness
258	Kennedy Mmaduabuchi	Mom's favorite
259	Ellinor Augustsson	1980 the year i Was born...and still this song is a master piece...i heard my son who is 19 years old play this song in the shower a week ago 🥰 ABBA Sveriges stolthet 💙💛
260	Nick Turner	Absolutely gorgeous when women were beautiful no tattoos no blue hair and no beer belly
261	Герман Арес	Эта песня о РАЗВОДЕ между Мужчиной и Девушкой. Конкретно о Распаде данного коллектива. Чем она так всех цепляет? Своей Драмой?
262	Viri Z	I dedicated this song to my husband🖤
263	Y S	Outstanding.
264	Cati Parapuf	Uuyyyuyuuu
265	Khais Hall	Put your money where your souls are fools.
266	Khais Hall	And I won't move from my room
267	Lanny Sousa	Nascir numa época posterior ao lançamento dessa música, mas ela consegue, inevitavelmente, me transportar para um tempo passado que não sei precisar, parece uma regressão de tão intensa a sensação que me causa.
268	Fonsinho Souza	Essa musica me leva em um passado tão lindo.
269	Jeffrey Steven Huber Potenzialentfaltung	Hi ABBA, 2 days ago was the X10-10-10 and next year will be the X11-11-11 and in between? Kiss Jeffrey S. Huber
270	JustEthical	b&b were pure musical genius / producers
271	Юрист по разделу имущества	2022
272	Валентина Кулик	Обожнюю ABBA все своє життя.А теперь і моя донька захоплюється цією музикою. Зараз під час війни слухаю і відроджуюсь, щоб не втратити відчуття життя.
273	Валентина Кулик	Обожнюю ABBA все своє життя.А теперь і моя донька захоплюється цією музикою. Музика на всі часи.
274	Zholdybay Kaliakbarov	Тамаша туынды.
275	Denis M.	я то думал она новогодняя, а песня о разводе, пушной канеш открыл глаза
276	Ирина Донская	Моя любимая композиция!
277	Margaux MILLER	bonobistouquette like for more
278	Margaux MILLER	I love it f-ing legends gougougagaproutprout
279	ANTONIO LAERCIO MEDEIROS	Muitas saudades deste tempo.Musicas lindas,inesqueciveis.
280	Forever Chris	Breakup song of their own divorce. How sad. So, who's the winner and the loser?
281	Debashish banerjee	I was 10 when I heard ABBA for the first time. Agnetha is a God blessed soul. ❤️❤️
282	Jean-francois Saliou	Cette chanson c'est l'espoir
283	Victor Joel Rodríguez Lemus	Soy tu faller
284	Victor Joel Rodríguez Lemus	Tu lo sabes guera
285	Victor Joel Rodríguez Lemus	Rojo
286	Victor Joel Rodríguez Lemus	Forever
287	Victor Joel Rodríguez Lemus	Love forever Made un Victory
288	Tri Hasta	Mangkunegaran Palace Surakarta
289	Gilliard santos	Thank you my darling
290	Gilliard santos	Thank you my darling
291	Antonio Moreira	simplesmente divino
292	Eben Hawthorne	Brings back good memories.She had insane vocal range,can't be copied,.80's were the best decade of all music .Never will come around again.
293	Noel McMahon	Who is listening to this fantastic masterpiece in 2022
294	Tri Hasta	end : 2019 start : 2022
295	Jonas Pereira Santiago Santiago	Simplesmente linda
296	Josef Deiner	.......only ABBA can stop the war!!!
297	Sara horani	I like it ♥️2022
298	Виктор Ткаченко	Светлая, бесподобная мелодия!
299	stej enli	!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
300	프랑스인형	They. are. four. geniuses ♡♡♡♡
301	Ashley Hall	Many have covered this song but no one has matched the original
302	Rick D	I was a fetus when this song came out and I remember how sad it made me feel.
303	pat6930	que de souvenirs merci
304	Алла Перемитина	Большая удача, когда совпадает музыка, текст и исполнение. И тогда уже на все времена! Свежо и ярко! Браво, ABBA!
305	Liya Zavorotnaya	Translate this text, please 💕
306	Annissa Coggins	You can really see the pain in her eyes as she sings this song
307	루 슬 란	В детстве был катушечный магнитфон и ас100 . Крутил соседям до вечера.
308	Симона Маузер	The winner takes it all actually as always, and like about war Russia 🇷🇺 Ukraine 🇺🇦
309	호랑이의하루	노래 잘한다
310	Виктор Ткаченко	Народ! Помогите остановить войну! Нам в России очень страшно. Мы ничего не можем сделать!
311	George Kuenzli	One of Agnetha Fältskog's best songs.
312	onomotopeia	building me a wall
313	Elsa scholastica diana🌺	A very melancholic song. One you can never forget after hearing it
314	Mo Salem	Just wondering, what the song writer been through to get inspired to write this song ???? So emotional so powerful
315	Patrick Freber	Hab dich lieb
316	Mattias Persson	My heart broke today
317	Fabio Lemmi	Beautiful
318	Giuseppe Rezzi	❤️❤️❤️
319	Brad Redford	I feel like they are trying to close a business deal...
320	Omar 93	Gimme like if Jiimmy McGil brought you hier
321	Андрей Кузнецов	Мой сочинённый текст на эту композицию Порой находит тьма и не хватает света Погасшая свеча - давно уж не горит Меркнет красота - не найти ответа Настал в твоей судьбе - сложный лабиринт Но верю я что свет - когда нибудь придёт Небесная звезда в душе моей взойдёт Верь своей звезде - верь своей надежде Верь своей мечте из последних сил Верь весна придёт - после вьюги снежной Этот бренный мир - снова расцветёт Не верь в красивость слов - они как мишура И в пафосность речей - это всё игра Не верь в тот яркий свет - без сердца и тепла И в страсть любви не верь - она обречена И не сотвори - ты себе кумира Сам свою верши - жизнь и судьбу Пусть придёт к тебе - озарение лира И зажгёт в тебе - духа высоту Не верь в красивость слов - они как мишура И в пафосность речей - это всё игра Не верь в тот яркий свет - без сердца и тепла И в страсть любви не верь - она обречена Брось на небо взгляд и дождись ответа Улови в себе - мироздания нить Ты создан не из тьмы - создан ты из света Ты пришёл в сей мир - что бы в нем светить Зажги в себе звезду —----— Зажги в себе звезду —-------------------
322	rainer zemanek	Abbau Ist zeitlos gut
323	Жанна Шепелевич	На французском эту песню поет Мирей Матье.
324	mislyizgalavy	++++
325	HoppyCanvas	The winner takes it all, the loser standing small...point is, did you learn something of intrinsic value?
326	Serge	Chantaient juste la Suède le monde compte sur vous. Gag....
327	Great Basin Power	Incredible music.
328	Лана Железова	Как же сложно, наверное, петь в тот момент именно это песню, как разрывалась её душа. Я строила дом... Какие проникновенные стихи... ❤❤❤
329	Jacqueline Bryan	The best song 🎵 of conceding to love..😥 but its my favorite
330	potato	We all here from better call Saul 💔
331	v0ltic	😁 J C 6775 67th 2nd coming I'm back baby!
332	Andrey 1	Супер!2022!!!
333	Татьяна Панасенко	Песня на века !!!
334	MyGovernmentName	He defecated through a sunroof!
335	Alec Copile	"I'm not ashamed to admit that this song makes me emotional every fricking time I hear it 😢. 3:54 You just want to tell her ""Sing your heart out!"" ... Oh man, Agnetha was not only the girl with the golden hair, but also with the golden voice."
336	Francesco Modafferi	CIAO MIO GRANDISSIMO AMICO, MI HAI VOLUTO BENE ED IO TE NE HO VOLUTO.
337	Gosha Garanov	"""..Победительница получит всё..."" Я в то время был пацаном обожал эту песню и эту группу. На бабинах были все их песни. До сих пор с огромным удовольствием слушаю мировое музыкальное достояние. Всем удачи"
338	David Harrison	Possibly the most accurate and beautiful expression of love lost utter annihilation.
339	Sarah dynnesen😎😎😎	Love it
340	E Trost	Blonder Engel gestern wie heute
341	Jonathan Baxley	this isnt a kneejerk statement.this preformance is quite possibly the greatest ever by a female.youlie by reba mcentire runs a close second
342	D S	Goes right through the heart . . .
343	Ionel Pricop	Ador ador
344	Marcus	The greatest pop band of them all. Always and forever.
345	Zahraa almusawi	❤
346	Patrick Freber	Ich liebe sie.... Agnetha
347	giuseppe baratti	Sublime ogni loro brano è magia.. Questo è e resterà un mito... Abba sempre per sempre 😍🙏❤️❤️❤️❤️❤️❤️💯💯
348	Cindy Miceli	Who else is here because of better call Saul? 🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️
349	MUHARREM SEKMEN	AŞKH KURTARMS
350	Steve Jackson	Best 'Pop' song ever.
351	Alejandro Pandolfo	🥂🌹💐👏☀️❤️
352	Владимир	Боже такая песня спасибо
353	Vijay Nair	This song means a lot to Jimmy and Charles McGill.
354	J Leo BOYS G C Y jcleo Official	Hindi pa ako pinanganak sa song na ito pero i love the song i feel it so much . I feel the pain . Iconic song and forever be love 😭💔❤
355	marcio marcio	A melhor melodia que ouvi em minha vida...👏👏👏
356	Anfilkins156 :0	They way this song hits me so hard even though I'm 15 and never have experienced heartbreak. Her emotion is so raw it channels through the video.
357	Sam Bee	Reminds me of a time when the world was less woke and made beautiful music
358	marius sferle	music not noise
359	Nour Bouzid	25 years old and arbic girl ! But i love ABbA songs
360	Patrick Freber	Ich liebe dich Agnetha........ hübsche Frau
361	Joel Pimenta	The Wiener takes ir all !!!!!!!!!!!!! ❤️
362	Maria Magana	I was 10 living an easy life growing up with my older sisters n brother and parents. R.I.p to my Mom, brother and now my Dad. ❤️ loving memories 💗
363	Patrick Freber	I Love IT Im Born in 1986
364	MUHARREM SEKMEN	ZAMANSIZLIK BOŞ BOŞLUK NOKTASIDIR.
365	MUHARREM SEKMEN	ZAMANSIZLIK BOŞLUK NOKTASIDIR.
366	MUHARREM SEKMEN	ZAMANSIZLIK BOŞLUKTUR.
367	MUHARREM SEKMEN	BOŞLUKTA ZAMANSIZLIK BULUNUR.
368	MUHARREM SEKMEN	BİR ERKEK MANTIK ARAR. KULAKLARIYLA DUYSA İNANMAZ GÖRSE.BİR ERKEK AŞK BULUNMAZ. BİR ERKEK OLUR BELKİ BİR ÇOCUK.
369	Cj Josh	The year i was born 1980 im the winner😁😊
370	MUHARREM SEKMEN	HAYATTA ORTA BULUNUR.
371	MUHARREM SEKMEN	YAŞAMDA BAZIŞEYLERE AÇIK OLUNMAYABİLİR. BU BİR ÇELİŞKİ DEĞİLDİR.
372	MUHARREM SEKMEN	YAŞAMDA (LİFE) HERŞEYE AÇIKLIK VARDIR. BU BİR ÇELİŞKİ DEĞİLDİR. BU TERSİNEDE AÇIKTIR.
373	MUHARREM SEKMEN	BİR KARŞITLIK OLUŞTURUYORUZ.
374	MUHARREM SEKMEN	ÇOK ŞEYLERDE KİŞİLİK VARDEĞİLMİDİR.
375	MUHARREM SEKMEN	KİŞİ KAOS TA OLABİLİR.
376	MUHARREM SEKMEN	MUTLAKTA KAOS OLMAZ.
377	MUHARREM SEKMEN	KİŞİ MUTLAK DEĞİLDİR.
378	MUHARREM SEKMEN	BEN YAKINLARI ALGILADIM.
379	MUHARREM SEKMEN	BEN UZAKLARI DUYDUM.
380	MUHARREM SEKMEN	BEN ALGILAMADIM BEN DUYDUM.
381	MUHARREM SEKMEN	BEN SINIRLAR DIŞINDA ÇIKTIM.
382	MUHARREM SEKMEN	BEN SINIRLAR İÇİNDEN ÇIKTIM.
383	MUHARREM SEKMEN	HAYIR SINIRLAR İÇİNİ SEVDİM. BEN SINIR DIŞINA YANILDIM SEVDİM.
384	MUHARREM SEKMEN	BEN SINIR BİÇMEDİM. SINIRDIŞINI SEVDİM.
385	MUHARREM SEKMEN	GERÇEKTE BEN SİZİ SEVMEDİM. BEN BİR KAŞFİ SEVDİM. HEP GİDEN BİR KAŞİF.
386	MUHARREM SEKMEN	BU ADİLİKTİR.
387	MUHARREM SEKMEN	BU KİBİRDİR.
388	MUHARREM SEKMEN	BU ONURDUR.
389	MUHARREM SEKMEN	BU BAĞIŞSIZ HAYATTIR.
390	MUHARREM SEKMEN	HAYAT KARŞILIKLI VERİLİR.
391	MUHARREM SEKMEN	HAYAT KARŞILIKLI ALINIR.
392	MUHARREM SEKMEN	ŞEYTANIN IZDIRAP ACISINA BİRDE KAHIR ACISI EKLENİR. SONUNDA ŞEYTAN AZAPTAN YOK OLUR. BİR ŞEY YAPAR YAPAMAZ BUNU MELEK VE MELEKELERİN KURTULUŞU İÇİN YAPAMAZ.
393	MUHARREM SEKMEN	ŞEYTAN BAŞTA YANILIR SONDA UYANIR.
394	MUHARREM SEKMEN	KIZ ÇOCUĞU MELEKE DİR. MELEKLER MELEKELERLE YAŞAR.
395	MUHARREM SEKMEN	TANRI KENDİNİ MELEKLERİ KULEDEREK KURTARIR ŞEYTAN KENDİNİ MELEKLERE KULOLARAK BATIRIR. MELEKLER SAFOLUR. MELEKLER ERKEK ÇOCUK OLUR.
396	MUHARREM SEKMEN	ŞEYTAN GERÇEKTE MELEK SEVER. MELEKLER SAFOLUR. ŞEYTAN MELEKLERE KURBAN OLUR. BÖYLE KADERE ŞEYTAN LANET EDER.
397	MUHARREM SEKMEN	TANRI KAOSTUR KAOS KIYAMETTEN DAHA BETER. ŞEYTAN KOSMOSTUR.TANRI ŞEYTANA TUTUNUR. KAOS BÜYÜDÜKÇE BÜYÜK OLUR. KOSMOZ KÜÇÜLDÜKÇE BÜYÜK OLUR. ŞEYTAN DAHA AKILLI. KÜÇÜKLER ŞEYTAN OLUR. MELEKLERDEN DOLAYI ŞEYTAN BİRŞEY YAPAMAZ. MELEKLER SAFOLUR. ŞEYTAN MELEKLER HATIRINA TANRIYI BAĞIŞLIYOR. TEK HARFE SESE BAKAR SONU.
398	MUHARREM SEKMEN	KENDİNDEN BAŞKA HİÇBİRŞEYE GÜVENMEZ. SEN ACIRSIN O ACIIMAZ. BİLİYORUM BAŞIMA GELECEKLERİ DOĞUŞTAN DAHA AKILLIYIDA. KIYEMET BİR SESLE KOPACAK. DÜNYA SON BULACAK. HAYIR KIYAMET BAŞKA BİR ŞEYLE KOPACAK KIYAMET SÜREKLİ DEVAMEDECEK. BABAMIN SÖZÜNÜ DİNLEMEDİM. CEZASINI ÇEKTİM. İNSANDA ZERRE GÜVENOLMAZMI ZERRE İTİMAT. MELEKLERDEN DOLAYI ŞEYTAN ELİBAĞLANIR. ÇOCUKLAR MELEK OLUR. ÜSTÜNLÜK İDDASINDA BULUNUR SUN.
399	Kristen Lee	"I didn’t know this. But you can see it in her eyes. Nobody really knows the pent-up feelings behind the words of this song, ""Winner Takes All"", which this ABBA vocalist recorded with her resplendent soprano voice, endlessly dazzling millions of fans; but behind this moving song hid the melancholy and broken heart of Agnetha Fältskog for her separation from Björn Ulvaeus, whom she met shortly before forming the group ABBA, along with Benny Anderson and Anna Frida Lyngstad, who in turn also they had married; Agnetha felt deep in her heart the sadness of the breakup, and in her voice no one guessed that she was torn by her sentimental tragedy, and yet she had the character and poise to sing this moving song."
400	MUHARREM SEKMEN	BEN SON BULDUM. BELKİ DEVAMETMEYECEK. ZERRO. SFIR DİR. SEVGİYLE KAL. GERÇEKTE MUAMMA OLMUYOR.
401	MUHARREM SEKMEN	GERÇEK FAKİRDE YAŞANIR. BUDA BİR ANLAMDIR. ARTIRIRKEN AZALAN AZALIRKEN ARTIRAN GİBİ. GERÇEKTE ANLAM DEĞİŞMEZ. ANLAM BİRDİR.
402	MUHARREM SEKMEN	GERÇEKLER KABULEDİLİR BİRŞEY GERÇEKLERDE YENİŞME OLAMAZ BU DENGE NOKTASIDIR. . GERÇEKLER BİR ZENGİNLİKTİR. TEKDÜZE BİR FAKİRLİK DEĞİL. ZENGİNLER TEKDÜZE YAŞAMAZ.
403	MUHARREM SEKMEN	SÜREÇ TE HERHANGİ BİR ANDA HERŞEY. BİLİNİR. BU BİLİNEN VARLIK BİLGİSİDİR.
404	MUHARREM SEKMEN	MERAKETMEYİN. SÜREÇLE HERŞEY BİLİNİR.
405	MUHARREM SEKMEN	UZAYLILAR GÖRÜYORUM. YARABBİ BU DEHŞET BU NE BÜYÜKLÜK. SANKİ BİR OLAĞANÜSTÜ. SANKİ BİR. MUCİZE. HAKİKATEN GÖZLERİMDE İNANIYORUM OGÜN BUGÜNDÜR AŞIĞIM.
406	KOREAN 🎧 ITALO DISCO & SYNTH POP	💗💗💗💗💗👍👍👍👍👍🎶🎶🎶🎶🎶💯💯💯💯💯🍸🍸🍸🍸🍸😍😍🌊🌊😍😍➡➡➡😍😍😍😍
407	Paolo Iacona	Che tempi meravigliosi che nostalgia, ora le tenebre grazie Abba
408	MUHARREM SEKMEN	SÜREÇ CIRRONOS TUR. SÜREÇ KENDİNE DÖNÜKTÜR. SÜREÇ ÖZNE DİR. CIRRONOS ÖZNE DİR. SÜREÇ KENDİNDE AKAR. SÜREÇ ÖZNEDİR. CIRRONOS ÖZNEDİR. SÜREÇ KENDİNDE AYNIDIR.
409	MUHARREM SEKMEN	RUH İLİŞKİYLEDE İLİŞKİLİ DÜŞÜNÜLMEZ.
410	MUHARREM SEKMEN	MADDE MADDEYLE İLİŞKİLİ DÜŞÜNÜLÜR.
411	MUHARREM SEKMEN	MADDE MECBURİ DÜŞÜNÜLÜR.
412	MUHARREM SEKMEN	RUH İLŞKİSİZ DÜŞÜNÜLÜR. DÜŞÜNCE İLŞKİSİZDİR. DÜŞÜNCE DÜŞÜNCEYE İLİŞKİLİ DÜŞÜNÜLÜR.
413	MUHARREM SEKMEN	BENİ BİTİREN BU BİLİNİRLİK HAVASI.
414	MUHARREM SEKMEN	SİZ BENİ BİLEMEZSİNİZ. SİZ BANA BİLİNDİĞİNİZDE BEN SİZİ BİLİRİM.
415	MUHARREM SEKMEN	BEN SADECE BANA BİLİNENİ BİLİYORUM BANA BİLİNMEYENİ BİLMİYORUM.
416	MUHARREM SEKMEN	BENİ BU HALE BİLİNİR DURUMLARI GETİRİYOR.
417	MUHARREM SEKMEN	BEN KİMSE HAKKINDA KONUŞMUYORUM. BEN KİMSE KİM BİLMİYOR.
418	MUHARREM SEKMEN	MAKSİMUM İKİ SÜREÇ ARSI VAR DÜŞÜNÜLMEZ.
419	MUHARREM SEKMEN	SÜREÇ MAKSİMUM DA DEĞİŞGEN AKAR.
420	MUHARREM SEKMEN	SÜREÇ SINIRLARDA YAKIN AKAR.
421	MUHARREM SEKMEN	SÜREÇ MAKSİMUM TAM DEĞİŞGEN AKAR.
422	MUHARREM SEKMEN	ÖZNE TAM DEĞİŞGEN DÜŞÜNÜLÜR. ZEKADAN ZEKAYA AÇIKLIK BULUNUR.
423	MUHARREM SEKMEN	BOŞLUK EMPTY DİR EMPTY SÜREÇ DİR EMPTY TİMES DİR. TİMES DİFFERENT DİR.
424	MUHARREM SEKMEN	SÜREÇ DEĞİŞGEN DİR SÜREÇ ÖZNE DİR. ÖZNE İLİŞKİLENDİRİLMEZ.
425	MUHARREM SEKMEN	IŞIK LİGHT DİR. BU KNOWLEDGE DİR. IŞIK TİMES TİR. TİMES SÜREÇ TÜR.
426	MUHARREM SEKMEN	SÜREÇ AYNI KABUL EDİLECEK. SÜREÇ DEĞİŞMEZ ÖZNE YAPISIDIR. ÖZNE BÖLÜNMEZ.
427	MUHARREM SEKMEN	TÜRKİYE YE SESLENİYORUM SORUN BU GEBZE YAPISIDIR. BEN GEBZE DE BULUNUYORUM.
428	MUHARREM SEKMEN	BİLGİLERİM TÜRKİYE GENELİNE VERİLECEK. BUNA TÜRKİYE GENELİ KARAR VERECEK DIŞARIYLA BAĞI TÜRKİYE DEVLETİ KURACAK GERÇEKTE HATA VARSA AFFEDİLMEYECEK. BUNA DA TÜRKİYE GENELİ KARAR VERECEK. TÜRKİYE GENELİ TÜRK DEVLETİDİR. HATA BENDE VARSA BENDE AFFEDİLMİYECEM.
429	MUHARREM SEKMEN	SÜREÇ TİMES TİR. SÜREÇ CIRRONOSTUR TUR.
430	MUHARREM SEKMEN	BOŞLUK MADDENİN YAPISIDIR. IŞIK BOŞLUK ÖZELLĞİNDEDİR. BOŞLUK NESNEDİR.
431	MUHARREM SEKMEN	DÜŞÜNCE ZAMANIN KENDİSİDİR. DÜŞÜNCE BÖLÜNMEZ. DÜŞÜNCE ÖZNEDİR. UZAY DÜŞÜNCEDEN İBARET.
432	MUHARREM SEKMEN	IŞIK MADDE ÖZELLİĞİ GÖSTERİR. MADDE DOLULUK YAPISIDIR.
433	MUHARREM SEKMEN	MADDE NESNEDİR. ÖZNE NESNE İLŞKİSİ KATİYEN DÜŞÜNÜLEMEZ.
434	MUHARREM SEKMEN	ZAMAN AYNI ÖZNE ÖZELLİĞİ GÖSTERİR.
435	MUHARREM SEKMEN	SÜREÇ FARKLI ÖZNEDİR.
436	MUHARREM SEKMEN	MADDE DOLULUK ÖZELLİĞİ GÖSTERİR.
437	MUHARREM SEKMEN	BOŞLUK FARKLI ÖZNELLİK GÖSTERİR. SÜREÇ BOŞLUK ÖZELLİĞİ GÖSTERİR.
438	MUHARREM SEKMEN	ÖZNE SOYUTTUR. SOYUT ORTAK DÜŞÜNÜLÜR. SOYUT ASLA FARKLI DÜŞÜNÜLMEZ.
439	MUHARREM SEKMEN	NESNELLİĞİN DİLİ SOMUTTUR.
440	Dr Tim O'Shea	Great song - superb arrangement -- - but she's holding back This is a song for Linda Ronstadt, Bernadette Peters or Michelle Branch ... missed opportunity to blow the roof off ---
441	MUHARREM SEKMEN	IŞIK MADDE YAPISINDADIR. BOŞLUK MADDE YAPISINDADIR.
442	MUHARREM SEKMEN	AN TEKİL ÖZNEDİR. ZAMAN ÇOĞUL ÖZNE ÇOĞUL ÖZNE OFTAK ÖZNEDİR. ÖZNE NESNE İLŞKİSİ DÜŞÜNÜLEMEZ. AN ZAMAN İLİŞKİSİ DÜŞÜNÜLÜR.
443	MUHARREM SEKMEN	BEN ORTAKLIK DÜŞÜNDÜREN ŞEYLER HAKKINDA KARAR VEREMEM. BEN FARKLI ŞEYLER HAKKINDA KARAR VEREBİLİRİM. ORTAK ŞEYLER HAKKINDA KARAR İNSANLAR VERİR. BEN İNSANIM BEN İNSANLAR DEĞİLM. BEN İNSANLARI İŞİNE KARIŞAMAM.
444	MUHARREM SEKMEN	İNSAN FARKLI GERÇEKTİR. BEN İNSANIM. BAŞKALARIDA İNSAN.
445	MUHARREM SEKMEN	DÜNYA ORTAK GERÇEKTİR BEN DÜNYA HAKKINDA TEK BAŞINA KARAR. VEREMEM. BEN DÜNYA DEĞİLİM. DÜNYA HAKKINDA KARAR ORTAK VERİLİR.
446	MUHARREM SEKMEN	ORTAK GERÇEK BİR ORTAK OLMAYAN GERÇEK FARKLI DÜŞÜNÜLÜR.
447	MUHARREM SEKMEN	BANA GÖRE GERÇEKTE AYRILIK VARDIR.
448	MUHARREM SEKMEN	BEN ORTAK GERÇEK HAKKINDA KONUŞABİLİRİM. ORTAK OLMAYAN GERÇEK HAKKINDA KONUŞAMAM. ORTAK OLMAYAN GERÇEK VAR SAYILIR.
449	MUHARREM SEKMEN	BENDE TE HATA BEN AYRI DİLLE SESLE KONUŞMUYORUM. AYNI SESLE KONUŞMAM HATA OLUYOR.
450	MUHARREM SEKMEN	GERÇEĞİ BAŞKALARIDA BİLİYOR. BAŞKALARI NE BİLİYOR BİLMİYORUM. BEN BAŞKALARINI BİLMİYORUM.
451	MUHARREM SEKMEN	SES SNIRLI KELİME SINIRLI CÜMLE SINIRLI. BEN SINIRLIYIM. BEN SINIRLI BİLİYORUM.
452	MUHARREM SEKMEN	ZAMANSIZLIK ZAMAN DÜŞÜNDÜRÜR. SES İLİŞKİSİNDEN DOLAYI. BU DİLDE ÇELİŞKİDİR.
453	MUHARREM SEKMEN	AYRI ANLAMLAR AYRI SESLE TARİF EDİLİR.
454	MUHARREM SEKMEN	ZAMAN AN SÜREÇ DÜŞÜNDÜRÜR.
455	MUHARREM SEKMEN	ZAMANSIZLIK TARİF EDİLEMİYOR..
456	MUHARREM SEKMEN	IŞIK SÜRECE AÇIK IŞIK BOŞLUĞA AÇIK.
457	MUHARREM SEKMEN	AYRI ŞEYLER AYRI SESLE TARİFEDİLİR.
458	MUHARREM SEKMEN	TÜRKÇEDE HATA VAR KONUŞMALAR TÜRKÇE OLUYOR.
459	MUHARREM SEKMEN	MEKAN BOŞLUK DÜŞÜNDÜRÜR BOŞLUK BÖLÜNÜR. SIFIR. EN ALT BÖLÜNÜR BOŞLUK.
460	MUHARREM SEKMEN	MEKAN BÖLÜNÜR. MEKAN BOŞLUKTUR. BOŞLUK MADDE YAPISINDA.
461	MUHARREM SEKMEN	ZAMAN BÖLÜNMEZ SONSUZ SÜREÇ. ZAMAN TAM TARİF BÖYLE. BAŞKA TARİF EDİLEMEZ.
462	MUHARREM SEKMEN	BOŞLUKSUZLUK BOŞLUK DÜŞÜNDÜRÜR. BU DİLDE HATADIR. BOŞLUK DEĞİLDİR DE BOŞLUK DÜŞÜNDÜRÜR. BU DİLDE HATADIR. BOŞLUK MADDE YAPISIDIR. SIFIR. BÖLÜNÜR EN ALT BOŞLUKTUR.
463	MUHARREM SEKMEN	AN AN 'A GÖRE BAŞKADIR. AN MEKANDIR MEKAN MADDEDİR. ZAMAN MEKAN DEĞİLDİR. ZAMAN ZAMANA GÖRE BAŞKA DEĞİLDİR.ZAMAN MEKANSIZDIR. AN' DAN AN'A ZAMANDAN GEÇİLİR.
464	MUHARREM SEKMEN	ZAMAN AN 'LAR ARASI ORTAK SÜREÇTİR.
465	MUHARREM SEKMEN	ZAMAN BİR DÜŞÜNÜLÜR BİR SÜREÇTİR.
466	MUHARREM SEKMEN	ZAMANSIZLIK AN'DIR AN MEKANDIR MEKAN AN 'DIR AN ÇOKLU SÜREÇTİR. BU TEK DÜŞÜNÜLMEZ.
467	MUHARREM SEKMEN	ZAMAN SÜREÇTİR. SÜREÇ BİRDİR. VE BİR TEK DÜŞÜNÜLÜR.
468	MUHARREM SEKMEN	ZAMANSIZLIK NESNEDİR VE NESNE AN'DIR. AN ÇOKLU YAPIDADIR. NESNE TEK DÜŞÜNÜLMEZ. NESNE BİRSİZ TEK SİZDİR NESNE ÇOKLU DÜŞÜNÜLÜR.
469	MUHARREM SEKMEN	ZAMANSIZLIK NESNEDİR NESNE AN DIR NESNE ÇOKLU YAPIDADIR.
470	MUHARREM SEKMEN	ZAMANSIZLIK MEKANDIR VE BU ÇOKLU DÜŞÜNÜLÜR. TEK DÜŞÜNÜLMEZ.
